customer_id,tenure,contract,monthly_charges,total_charges,num_products,support_calls,complaints,auto_pay,age,is_active,churn
CUST-00759,36,one-year,47.96,1607.45,2,0,0,1,51,1,0
CUST-00760,13,month-to-month,72.85,953.1,2,2,1,1,24,1,1
CUST-00761,35,two-year,49.12,1769.8,1,1,0,1,28,1,0
CUST-00762,30,two-year,64.19,1954.58,2,1,3,0,50,1,0
CUST-00763,10,one-year,61.75,569.71,2,2,1,1,59,1,0
CUST-00764,6,month-to-month,95.35,542.14,1,0,0,1,52,1,1
CUST-00765,40,month-to-month,15.0,554.86,1,0,1,0,57,1,0
CUST-00766,39,two-year,84.01,3310.09,4,2,2,0,50,1,0
CUST-00767,18,one-year,66.93,1185.41,2,0,0,0,47,1,0
CUST-00768,12,month-to-month,52.94,620.36,2,1,0,0,37,1,0
CUST-00769,7,month-to-month,83.2,571.33,2,2,0,0,57,1,0
CUST-00770,20,month-to-month,69.64,1320.05,1,1,1,0,60,1,0
CUST-00771,20,two-year,66.14,1304.52,2,0,0,1,44,1,0
CUST-00772,16,one-year,50.13,740.62,1,3,0,0,43,1,0
CUST-00773,13,one-year,52.98,682.58,1,0,0,1,68,1,0
CUST-00774,30,one-year,65.11,1954.84,2,1,0,0,44,1,0
CUST-00775,13,month-to-month,53.59,692.51,1,0,0,1,46,1,0
CUST-00776,16,month-to-month,75.62,1157.33,3,2,2,0,52,1,1
CUST-00777,5,month-to-month,59.54,300.94,1,2,1,1,43,1,0
CUST-00778,13,one-year,80.56,1045.93,2,0,1,1,32,1,0
CUST-00779,16,month-to-month,44.86,670.47,2,0,0,0,50,1,0
CUST-00780,3,month-to-month,48.09,135.83,2,2,0,1,44,1,0
CUST-00781,12,month-to-month,35.53,422.13,2,1,0,0,72,1,0
CUST-00782,14,month-to-month,106.6,1420.52,4,3,1,1,56,1,0
CUST-00783,9,one-year,71.51,600.56,2,0,0,1,36,1,1
CUST-00784,30,month-to-month,76.09,2139.0,2,2,2,0,55,1,1
CUST-00785,19,month-to-month,41.27,735.68,2,1,2,0,49,1,0
CUST-00786,18,one-year,87.13,1525.3,1,1,2,0,64,1,1
CUST-00787,8,month-to-month,44.04,347.67,1,3,2,1,37,1,1
CUST-00788,2,month-to-month,58.03,109.03,1,1,2,1,47,1,0
CUST-00789,28,month-to-month,70.38,1967.44,1,2,0,0,43,1,1
CUST-00790,22,two-year,37.23,778.85,1,0,0,1,45,1,0
CUST-00791,3,month-to-month,45.17,129.31,1,1,0,0,31,1,1
CUST-00792,13,one-year,70.23,862.4,2,2,2,1,53,1,1
CUST-00793,32,two-year,106.43,3427.46,1,1,0,1,51,1,0
CUST-00794,22,one-year,84.42,1904.75,3,0,1,0,64,0,0
CUST-00795,5,month-to-month,83.91,408.72,1,1,1,1,44,1,1
CUST-00796,37,one-year,88.7,3034.52,2,1,1,0,38,1,0
CUST-00797,3,month-to-month,61.62,175.37,1,2,1,1,56,1,0
CUST-00798,36,month-to-month,49.19,1659.96,2,1,0,0,33,1,1
CUST-00799,17,month-to-month,74.08,1275.36,1,1,0,0,61,1,0
CUST-00800,10,month-to-month,40.03,372.01,2,1,2,1,61,0,0
CUST-00801,12,month-to-month,83.82,1032.31,1,3,3,0,63,0,1
CUST-00802,15,month-to-month,94.6,1397.34,4,1,0,0,50,0,1
CUST-00803,22,month-to-month,15.0,322.39,1,1,1,1,37,1,0
CUST-00804,2,month-to-month,60.87,123.35,2,2,0,1,46,1,0
CUST-00805,12,one-year,66.77,739.57,1,1,1,1,50,1,0
CUST-00806,27,two-year,62.73,1703.0,2,0,1,1,36,1,0
CUST-00807,33,month-to-month,79.87,2458.66,2,2,5,0,64,1,1
CUST-00808,37,one-year,39.7,1487.24,1,0,2,0,53,1,0
CUST-00809,42,month-to-month,31.49,1293.76,1,0,0,1,31,1,0
CUST-00810,31,month-to-month,53.71,1543.01,1,2,0,1,73,0,0
CUST-00811,7,month-to-month,55.57,393.52,1,0,0,1,46,1,0
CUST-00812,14,month-to-month,84.73,1094.89,4,1,1,1,28,1,0
CUST-00813,31,month-to-month,77.09,2234.98,1,1,0,0,32,1,0
CUST-00814,29,month-to-month,39.7,1160.23,1,4,1,1,67,1,0
CUST-00815,12,month-to-month,96.64,1126.21,4,0,1,0,72,1,0
CUST-00816,21,month-to-month,56.22,1200.63,1,2,0,0,60,1,0
CUST-00817,10,month-to-month,26.98,267.07,1,1,0,1,64,1,0
CUST-00818,3,month-to-month,43.26,128.3,2,1,2,1,63,1,0
CUST-00819,13,month-to-month,79.21,980.45,3,3,0,0,53,1,0
CUST-00820,13,month-to-month,102.66,1247.44,2,0,0,0,49,1,0
CUST-00821,9,month-to-month,77.43,714.8,2,2,0,1,53,1,0
CUST-00822,22,month-to-month,59.94,1228.39,4,0,1,0,56,1,1
CUST-00823,12,month-to-month,15.0,176.07,1,2,1,1,33,1,0
CUST-00824,19,month-to-month,104.19,1880.59,4,4,1,1,55,1,0
CUST-00825,37,two-year,77.27,2713.34,3,2,0,1,66,1,0
CUST-00826,63,month-to-month,99.54,6179.49,3,2,0,0,41,1,0
CUST-00827,13,month-to-month,39.15,512.91,1,5,0,0,40,1,0
CUST-00828,33,month-to-month,61.3,2034.01,1,3,0,1,52,1,0
CUST-00829,29,two-year,82.23,2421.79,2,1,1,1,35,1,0
CUST-00830,23,one-year,58.95,1291.07,2,1,0,1,25,0,0
CUST-00831,18,one-year,59.33,1037.22,2,0,0,0,62,1,0
CUST-00832,28,two-year,79.45,2048.92,3,0,1,1,38,1,0
CUST-00833,12,month-to-month,76.77,923.22,2,0,1,0,45,0,1
CUST-00834,41,two-year,54.74,2139.43,1,1,1,1,35,1,0
CUST-00835,8,month-to-month,72.53,569.66,1,1,2,1,64,1,1
CUST-00836,8,one-year,46.69,350.59,1,0,0,1,57,0,0
CUST-00837,9,month-to-month,31.09,282.65,1,1,0,0,41,1,1
CUST-00838,8,month-to-month,90.59,731.89,1,1,0,0,27,1,0
CUST-00839,21,two-year,68.12,1454.15,3,0,1,0,39,1,0
CUST-00840,13,month-to-month,56.77,682.7,2,1,2,0,53,1,1
CUST-00841,21,two-year,65.82,1422.54,2,0,0,1,47,1,0
CUST-00842,13,month-to-month,56.21,692.19,1,3,2,0,46,1,0
CUST-00843,14,one-year,60.04,801.93,2,1,0,0,48,1,0
CUST-00844,32,two-year,78.69,2385.7,3,0,0,1,56,1,0
CUST-00845,62,month-to-month,78.28,4607.92,3,4,2,1,44,0,0
CUST-00846,29,two-year,70.15,1995.28,2,2,1,1,51,1,0
CUST-00847,14,one-year,36.57,484.53,3,0,0,1,30,1,0
CUST-00848,5,one-year,100.86,485.8,2,0,0,0,83,0,0
CUST-00849,49,month-to-month,64.35,3128.29,2,1,0,1,40,1,0
CUST-00850,18,month-to-month,89.45,1629.36,3,1,0,0,48,1,0
CUST-00851,18,one-year,30.19,541.36,1,1,1,0,53,1,0
CUST-00852,1,month-to-month,46.52,45.84,1,3,1,1,38,1,0
CUST-00853,13,month-to-month,42.9,522.15,1,0,0,0,45,1,0
CUST-00854,16,month-to-month,93.46,1509.97,2,1,1,0,44,1,1
CUST-00855,21,two-year,56.46,1095.67,2,1,1,1,31,1,0
CUST-00856,4,month-to-month,80.65,306.17,2,6,2,1,51,1,0
CUST-00857,8,one-year,43.29,320.79,1,4,3,0,20,1,0
CUST-00858,62,two-year,46.85,2885.58,1,4,2,1,71,1,0
CUST-00859,16,month-to-month,74.58,1146.17,3,1,0,1,56,1,0
CUST-00860,9,month-to-month,78.11,697.17,1,1,0,1,54,1,0
CUST-00861,20,one-year,44.98,861.97,3,0,0,0,18,1,0
CUST-00862,14,month-to-month,31.32,425.38,1,0,1,1,33,1,0
CUST-00863,8,one-year,31.95,248.03,2,0,1,0,65,1,0
CUST-00864,33,one-year,47.42,1447.52,2,0,0,1,88,1,0
CUST-00865,17,one-year,64.39,1058.86,3,2,1,1,62,1,0
CUST-00866,16,month-to-month,25.94,411.1,1,1,1,0,60,1,1
CUST-00867,44,one-year,65.79,2837.06,3,2,0,1,52,1,0
CUST-00868,9,one-year,30.74,256.82,2,2,0,1,32,1,0
CUST-00869,7,month-to-month,48.68,338.54,2,3,2,0,59,1,1
CUST-00870,23,one-year,88.61,1944.23,2,0,1,0,28,1,0
CUST-00871,39,two-year,62.26,2237.74,1,0,0,1,26,1,0
CUST-00872,13,one-year,70.37,857.28,2,2,2,1,25,1,0
CUST-00873,9,month-to-month,36.95,324.15,1,1,0,1,59,1,0
CUST-00874,23,month-to-month,27.35,600.2,1,2,1,0,44,1,0
CUST-00875,59,month-to-month,46.5,2733.57,2,1,0,1,46,1,0
CUST-00876,15,month-to-month,66.22,940.13,2,3,1,1,44,1,0
CUST-00877,7,month-to-month,70.63,496.89,1,2,0,1,28,1,0
CUST-00878,17,two-year,71.24,1152.36,1,0,0,1,34,1,0
CUST-00879,13,month-to-month,66.35,852.45,1,0,0,0,35,1,0
CUST-00880,39,two-year,41.72,1639.96,1,1,1,1,23,1,0
CUST-00881,72,month-to-month,67.44,4673.16,2,1,0,0,37,1,0
CUST-00882,11,month-to-month,49.22,500.89,1,1,0,0,28,1,1
CUST-00883,15,month-to-month,75.38,1106.84,3,2,0,1,53,1,0
CUST-00884,44,month-to-month,91.67,4152.45,1,1,0,0,54,1,0
CUST-00885,23,one-year,23.28,549.68,1,2,1,0,25,1,0
CUST-00886,29,two-year,74.78,2047.85,3,1,0,1,40,1,0
CUST-00887,51,two-year,76.81,3929.56,1,2,0,1,72,1,0
CUST-00888,16,month-to-month,28.61,438.51,1,3,1,1,30,1,0
CUST-00889,11,one-year,79.41,819.03,4,2,1,0,51,1,0
CUST-00890,33,month-to-month,81.48,2670.69,4,1,1,0,46,1,0
CUST-00891,15,two-year,62.98,921.17,2,2,2,0,61,1,0
CUST-00892,30,month-to-month,26.27,771.8,1,0,0,0,49,1,0
CUST-00893,14,month-to-month,77.72,1100.06,2,1,1,1,38,1,1
CUST-00894,11,month-to-month,102.99,1084.2,4,3,1,1,46,1,0
CUST-00895,11,month-to-month,100.15,1094.36,4,3,0,0,46,1,0
CUST-00896,13,month-to-month,39.33,490.98,1,3,1,0,43,1,1
CUST-00897,22,two-year,56.56,1150.62,1,1,0,1,25,0,0
CUST-00898,25,one-year,38.81,932.97,1,1,0,1,63,1,0
CUST-00899,22,two-year,49.01,1104.64,1,2,0,1,60,1,0
CUST-00900,14,month-to-month,105.76,1440.9,2,1,3,1,29,1,0
CUST-00901,6,one-year,56.72,317.15,1,0,0,1,40,1,0
CUST-00902,14,month-to-month,33.62,468.64,1,0,0,1,41,1,0
CUST-00903,10,month-to-month,58.25,597.63,1,2,0,1,27,1,0
CUST-00904,28,month-to-month,42.67,1218.5,2,1,1,0,18,1,1
CUST-00905,12,month-to-month,33.42,394.19,1,3,1,1,34,1,1
CUST-00906,30,one-year,36.26,1045.8,1,0,1,1,39,1,0
CUST-00907,23,month-to-month,47.0,1063.57,1,3,3,0,23,0,1
CUST-00908,24,month-to-month,107.87,2614.13,4,2,0,0,47,1,0
CUST-00909,17,one-year,65.41,1128.36,1,1,0,0,62,0,0
CUST-00910,15,month-to-month,76.41,1157.69,2,2,3,0,57,1,1
CUST-00911,32,two-year,35.22,1093.34,1,0,0,0,43,1,0
CUST-00912,16,month-to-month,45.26,675.7,1,2,1,0,18,1,0
CUST-00913,24,two-year,59.9,1412.6,1,0,0,1,55,1,0
CUST-00914,11,one-year,43.69,450.41,1,1,1,1,47,1,1
CUST-00915,20,one-year,49.99,926.52,1,1,0,0,51,0,0
CUST-00916,8,one-year,74.94,584.44,2,0,0,1,74,1,0
CUST-00917,13,two-year,60.72,783.12,2,1,0,1,32,1,0
CUST-00918,10,one-year,59.07,598.94,1,0,0,0,18,0,1
CUST-00919,24,month-to-month,83.67,2020.35,1,2,0,0,29,1,0
CUST-00920,17,month-to-month,63.91,1102.0,2,4,0,0,52,1,0
CUST-00921,29,one-year,76.23,2218.65,1,0,0,0,45,1,0
CUST-00922,8,month-to-month,65.07,519.18,1,1,0,0,26,1,1
CUST-00923,30,month-to-month,28.59,790.04,1,2,1,0,23,1,1
CUST-00924,3,month-to-month,35.16,104.31,1,1,0,0,39,1,1
CUST-00925,5,month-to-month,52.0,242.65,2,2,1,1,26,1,0
CUST-00926,30,month-to-month,75.61,2101.47,4,1,0,0,52,1,0
CUST-00927,21,one-year,89.37,1758.92,4,1,0,1,38,1,0
CUST-00928,29,one-year,102.06,2991.0,4,1,1,1,35,0,0
CUST-00929,29,two-year,77.59,2254.21,1,2,0,1,33,1,1
CUST-00930,9,month-to-month,60.55,558.23,1,2,0,1,48,1,0
CUST-00931,4,month-to-month,46.98,193.12,1,1,1,1,45,1,1
CUST-00932,7,one-year,17.52,124.88,1,0,1,1,48,1,0
CUST-00933,47,month-to-month,56.27,2471.79,1,1,1,1,47,1,0
CUST-00934,7,one-year,55.46,394.67,1,0,0,1,43,1,1
CUST-00935,38,month-to-month,70.29,2703.74,2,2,0,0,29,1,1
CUST-00936,28,two-year,92.91,2642.63,1,1,0,1,34,1,0
CUST-00937,18,month-to-month,77.33,1303.81,1,3,2,1,39,1,1
CUST-00938,29,two-year,81.13,2194.77,2,1,0,1,75,1,0
CUST-00939,27,one-year,37.68,1039.35,1,2,0,1,24,1,0
CUST-00940,7,month-to-month,69.77,458.66,3,2,0,1,38,1,0
CUST-00941,6,one-year,53.29,307.13,1,1,1,1,46,1,0
CUST-00942,9,month-to-month,53.04,463.11,2,0,0,0,40,1,0
CUST-00943,25,one-year,64.01,1494.14,1,0,1,0,61,1,0
CUST-00944,10,one-year,73.42,677.13,2,1,1,0,40,1,1
CUST-00945,31,month-to-month,35.41,1129.93,1,3,2,1,41,1,1
CUST-00946,13,month-to-month,76.54,1011.37,1,1,0,1,57,1,0
CUST-00947,10,one-year,68.84,702.41,2,2,2,1,72,1,0
CUST-00948,16,month-to-month,23.88,363.47,1,1,1,0,66,1,1
CUST-00949,32,two-year,54.08,1634.01,1,0,0,1,42,1,0
CUST-00950,26,one-year,84.06,2113.1,3,0,1,1,44,1,0
CUST-00951,35,one-year,72.51,2461.37,1,0,0,1,45,1,0
CUST-00952,3,month-to-month,60.93,168.28,2,2,1,1,47,0,0
CUST-00953,35,one-year,81.9,2882.89,2,0,0,0,32,1,0
CUST-00954,44,two-year,58.37,2644.39,1,0,1,1,59,1,0
CUST-00955,4,month-to-month,43.33,169.53,2,1,1,1,48,1,1
CUST-00956,6,month-to-month,29.53,170.57,1,4,1,1,44,1,1
CUST-00957,25,month-to-month,87.21,2100.02,2,1,2,0,25,1,1
CUST-00958,10,month-to-month,76.53,712.16,1,0,0,1,45,1,0
CUST-00959,40,one-year,60.81,2309.02,1,1,0,1,18,1,0
CUST-00960,42,month-to-month,81.92,3355.43,1,2,1,1,36,1,1
CUST-00961,10,one-year,98.02,948.35,3,1,0,0,36,1,1
CUST-00962,7,month-to-month,91.31,626.36,3,2,1,0,49,1,0
CUST-00963,16,month-to-month,74.6,1209.59,4,1,0,1,73,1,0
CUST-00964,1,month-to-month,98.17,92.75,2,2,1,1,53,1,1
CUST-00965,14,two-year,76.65,990.52,2,0,0,0,66,1,0
CUST-00966,11,one-year,60.05,610.48,2,3,2,1,54,1,0
CUST-00967,52,month-to-month,66.97,3255.24,3,3,2,0,61,1,1
CUST-00968,23,one-year,71.62,1618.85,2,0,0,0,72,1,0
CUST-00969,8,month-to-month,24.92,201.13,1,4,1,0,34,1,1
CUST-00970,5,month-to-month,79.59,404.93,2,0,1,1,33,1,0
CUST-00971,4,month-to-month,49.84,197.34,2,0,0,0,55,1,0
CUST-00972,21,two-year,61.67,1248.9,1,0,0,1,44,1,0
CUST-00973,13,one-year,45.61,555.57,1,0,1,1,48,1,1
CUST-00974,17,one-year,50.24,823.47,1,0,1,1,41,1,0
CUST-00975,21,month-to-month,65.38,1313.35,3,0,1,1,36,1,0
CUST-00976,13,month-to-month,52.1,687.94,1,3,0,1,69,1,0
CUST-00977,31,one-year,113.01,3410.61,3,1,0,0,28,1,0
CUST-00978,11,month-to-month,79.93,830.77,1,2,1,1,55,1,1
CUST-00979,56,two-year,85.38,4550.67,3,0,0,1,52,1,0
CUST-00980,30,one-year,54.54,1529.87,1,4,1,0,21,1,0
CUST-00981,17,month-to-month,94.2,1635.1,3,0,2,1,32,1,1
CUST-00982,26,one-year,87.34,2101.75,2,1,1,1,35,1,0
CUST-00983,21,two-year,40.06,775.15,1,0,1,1,53,1,0
CUST-00984,12,month-to-month,53.61,604.8,1,0,0,0,39,1,0
CUST-00985,16,one-year,22.2,358.47,1,2,0,1,43,1,0
CUST-00986,19,two-year,75.22,1397.14,1,0,0,0,23,1,1
CUST-00987,4,month-to-month,104.17,412.03,2,3,1,1,79,1,0
CUST-00988,34,two-year,92.44,3015.2,4,0,1,1,46,1,0
CUST-00989,29,month-to-month,28.75,773.35,2,2,0,1,52,1,0
CUST-00990,25,one-year,77.96,1976.63,2,0,0,1,36,1,0
CUST-00991,18,one-year,38.73,656.08,1,0,0,1,35,1,0
CUST-00992,63,one-year,67.06,3902.16,3,0,0,0,73,1,0
CUST-00993,8,month-to-month,90.28,709.96,3,2,1,1,18,1,1
CUST-00994,23,one-year,59.58,1273.27,1,2,0,0,49,1,0
CUST-00995,32,month-to-month,82.21,2447.97,4,0,1,0,26,1,0
CUST-00996,5,month-to-month,43.31,218.29,1,2,1,0,38,1,0
CUST-00997,23,month-to-month,81.27,1820.75,3,1,2,1,35,1,0
CUST-00998,51,one-year,83.63,4037.23,4,0,0,1,30,1,0
CUST-00999,14,month-to-month,47.03,631.0,2,2,0,0,45,1,0
CUST-01000,16,month-to-month,49.01,784.33,1,2,0,0,18,1,1
